"name","logo","workAreas","website","facebook","city","country","briefIntro"
"Save The Children Yemen","https://ngobase.org/images/ngo_logos/YE/Save-the-Children-Yemen-ngo-charity.jpg","Rights -> Child Rights and Welfare; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://yemen.savethechildren.net/","https://www.facebook.com/SavetheChildrenY","Sanaa City","Yemen",""
"SbS - Step By Step Organisation","https://ngobase.org/images/ngo_logos/TZ/SbS---Step-by-Step-Organisation-ngo-charity.JPG","Rights -> Child Rights and Welfare; Other Societal Benefits -> Agriculture; Health -> WASH","https://stepbystep.or.tz/",,"Morogoro","Tanzania",""
"SCV Water","https://ngobase.org/images/ngo_logos/US/SCV-Water-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://yourscvwater.com/",,"Santa Clarita","United States",""
"SCV Water","https://ngobase.org/images/ngo_logos/US/SCV-Water-ngo-charity.JPG","Health -> WASH; Environment and Climate -> Environment Protection","https://yourscvwater.com/",,"Victorville","United States",""
"SENED Organization","https://ngobase.org/images/ngo_logos/TR/SENED-Organization----Gaziantep-ngo-charity.jpg","Health -> WASH; Health -> Disability Support; Environment and Climate -> Disaster Relief","https://sened.ngo/index.php/en/home-page-english/","https://www.facebook.com/senedngo","Gaziantep","Turkey",""
"Seva Sahayog Foundation","https://ngobase.org/images/ngo_logos/IN/Seva-Sahayog-Foundation-ngo-charity.JPG","Poverty Alleviation -> Women Welfare; Education and Training -> Education and Literacy; Health -> WASH","https://sevasahayog.org/",,"Pune","India",""
"Shafak Organization","https://ngobase.org/images/ngo_logos/TR/Shafak-Organization----Gaziantep-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Agriculture; Health -> Health Care - Other services","https://shafak.org/","https://www.facebook.com/shafak.organization/","Gaziantep","Turkey",""
"Sharikoti Mata Foundation","https://ngobase.org/images/ngo_logos/IN/Sharikoti-Mata-foundation-ngo-charity.PNG","Development -> Community Development; Health -> WASH","https://sharikotimatafoundation.org.in/",,"Shimla","India",""
"Sindh Agricultural And Forestry Workers Coordinating Organization - SAFWCO","https://ngobase.org/images/ngo_logos/PK/Sindh-Agricultural-and-Forestry-Workers-Coordinating-Organization---SAFWCO-ngo.jpg","Development -> Rural Development; Health -> WASH; Education and Training -> Education and Literacy","https://safwco.org/","https://www.facebook.com/people/Safwco/100077108797731","Hyderabad","Pakistan",""
"Sindh Community Foundation - SCF","https://ngobase.org/images/ngo_logos/PK/Sindh-Community-Foundation---SCF-ngo.jpg","Poverty Alleviation -> Women Welfare; Education and Training -> Education and Literacy; Health -> WASH","https://scfngo.org/web/",,"Hyderabad","Pakistan",""
"Sindh Development Organization - SDO","https://ngobase.org/images/ngo_logos/PK/Sindh-Development-Organization---SDO-ngo.jpg","Poverty Alleviation -> Poverty Alleviation; Health -> Ambulance services; Health -> WASH","https://sdo.com.pk/","https://www.facebook.com/SDOrganizationPakistan","Larkana","Pakistan","SDO is working on water, food security, economic empowerment, and education projects. They also provide vocational training, ambulance services and other livelihood projects. SDO is serving for different sectors in Sindh, Pakistan since 2011."
"Sindh Public Development Organization - SPDO","https://ngobase.org/images/ngo_logos/PK/Sindh-Public-Development-Organization---SPDO-ngo.jpg","Poverty Alleviation -> Poverty Alleviation; Education and Training -> Education and Literacy; Health -> WASH",,"https://www.facebook.com/spdokashmore/","Kandhkot","Pakistan",""
"SNV","https://ngobase.org/images/ngo_logos/NL/SNV-ngo-charity.png","Other Societal Benefits -> Agriculture; Environment and Climate -> Renewable Energy; Health -> WASH","https://www.snv.org/","https://www.linkedin.com/company/snv","Rotterdam","Netherlands",""
"SNV Burkina Faso","https://ngobase.org/images/ngo_logos/BF/SNV-Burkina-Faso-ngo-charity.webp","Other Societal Benefits -> Agriculture; Health -> WASH; Environment and Climate -> Renewable Energy","https://www.snv.org/",,"Ouagadougou","Burkina Faso",""
"SNV Netherlands Development Organization - Bangladesh","https://ngobase.org/images/ngo_logos/BD/SNV-Netherlands-Development-Organization---Bangladesh-ngo-charity.png","Other Societal Benefits -> Agriculture; Health -> WASH; Other Societal Benefits -> International","https://www.snv.org/country/bangladesh","https://www.linkedin.com/company/snv","Dhaka","Bangladesh",""
"Social Service Centre","https://ngobase.org/images/ngo_logos/IN/Social-Service-Centre-ngo-charity.PNG","Other Societal Benefits -> Agriculture; Health -> WASH; Environment and Climate -> Renewable Energy","https://sscshillong.in/",,"Shillong","India",""
"Society For Education In Values & Action - SEVA","https://ngobase.org/images/ngo_logos/IN/Society-for-Education-in-Values-&-Action---SEVA-ngo-charity.png","Development -> Community Development; Health -> WASH; Development -> Rural Development","http://sevaindia.in/",,"Aurangabad","India",""
"Society For Mobilization Advocacy And Justice - SMAAJ","https://ngobase.org/images/ngo_logos/PK/Society-for-Mobilization-Advocacy-and-Justice---SMAAJ-ngo.jpg","Education and Training -> Education and Literacy; Health -> WASH; Rights -> Child Rights and Welfare","http://www.smaajpk.org/","https://www.facebook.com/smaaj.pak","Quetta","Pakistan",""
"Sosva Training And Promotion Institute (STAPI)","https://ngobase.org/images/ngo_logos/IN/Sosva-Training-And-Promotion-Institute-(STAPI)-ngo-charity.png","Education and Training -> Vocational Training; Education and Training -> Capacity Building and Training; Health -> WASH","https://stapi.org/","https://www.facebook.com/STAPIinIndia/","Pune","India",""
"South Carolina Water Quality Association Inc","https://ngobase.org/images/ngo_logos/US/South-Carolina-Water-Quality-Association-Inc-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://www.scwqa.org/",,"Richmond","United States",""
"Strengthening Participatory Organization - SPO","https://ngobase.org/images/ngo_logos/PK/Strengthening-Participatory-Organization---SPO-ngo.jpg","Rights -> Human Rights Education; Health -> WASH; Education and Training -> Education and Literacy","https://spopk.org/","https://www.facebook.com/spopk","Islamabad","Pakistan",""
"SUADHA (Social Upliftment And Development For Health Action)","https://ngobase.org/images/ngo_logos/IN/SUADHA-(Social-Upliftment-and-Development-for-Health-Action)-ngo-charity.png","Education and Training -> Scholarships and Educational Awards; Health -> WASH; Education and Training -> Vocational Training","https://suadha.org/",,"Bhiwandi","India",""
"Sudan Social Devolopmet Organization","https://ngobase.org/images/ngo_logos/SD/Sudan-Social-Devolopmet-Organization-ngo-charity.JPG","Health -> WASH; Rights -> Child Rights and Welfare; Rights -> Human Rights","https://sudosudan.org/sudo/",,"Khartoum","Sudan",""
"Sukaar Foundation","https://ngobase.org/images/ngo_logos/PK/Sukaar-Foundation-ngo.jpg","Education and Training -> Education and Literacy; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://sukaarfoundation.org/",,"Badin","Pakistan",""
"Sukaar Foundation - Thar","https://ngobase.org/images/ngo_logos/PK/Sukaar-Foundation---Thar-ngo-charity.png","Education and Training -> Education and Literacy; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://sukaarfoundation.org/",,"Tharparkar","Pakistan",""
"Suomen World Vision  - Finland's World Vision","https://ngobase.org/images/ngo_logos/FI/Suomen-World-Vision----Finland's-World-Vision-ngo-charity.PNG","Rights -> Child Rights and Welfare; Health -> WASH; Health -> Health Care - Other services","https://www.worldvision.fi/","https://www.facebook.com/SuomenWorldVision/","Helsinki","Finland",""
"Take Care Pakistan Foundation","https://ngobase.org/images/ngo_logos/PK/Take-Care-Pakistan-Foundation-ngo.jpg","Education and Training -> Education and Literacy; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://takecarepakistanfoundation.org/","https://www.facebook.com/TcpFondation1","Lahore","Pakistan",""
"Tanzania Association Of Environmental Engineers (TAEEs)","https://ngobase.org/images/ngo_logos/TZ/Tanzania-Association-of-Environmental-Engineers-(TAEEs)-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH; Education and Training -> Capacity Building and Training","https://www.taees.org/#","https://www.facebook.com/taeesmazingiratz","Dar es Salaam","Tanzania",""
"Tayaba Organisation - H2O (Help-2-Others)","https://ngobase.org/images/ngo_logos/PK/Tayaba-Organisation---H2O-(Help-2-Others)-ngo-charity.webp","Health -> WASH","https://tayaba.org/",,"Lahore","Pakistan",""
"Technical Committee On Environment (TCE)","https://ngobase.org/images/ngo_logos/CY/Technical-Committee-on-Environment-(TCE)-ngo-charity.PNG","Environment and Climate -> Environment Protection; Health -> WASH","https://www.tcecyprus.org/",,"Nicosia","Cyprus",""
"The Dominican Foundation","https://ngobase.org/images/ngo_logos/DM/The-Dominican-Foundation-ngo-charity.png","Education and Training -> Education and Literacy; Health -> Health Care - Other services; Health -> WASH","https://dominicanfoundation.org/",,"Roseau","Dominica",""
"The Mentor Initiative - Syria","https://ngobase.org/images/ngo_logos/SY/The-Mentor-Initiative---Syria-ngo-charity.JPG","Health -> WASH; Health -> Health Care - Other services; Other Societal Benefits -> International","https://mentor-initiative.org/country/syria/","https://www.linkedin.com/company/the-mentor-initiative/","Damascus","Syria",""
"The Safe Foundation","https://ngobase.org/images/ngo_logos/GB/The-Safe-Foundation-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Education and Training -> Education and Literacy","https://safefoundation.wpengine.com/",,"Cardiff","United Kingdom",""
"Ummah Welfare Trust","https://ngobase.org/images/ngo_logos/PK/Ummah-Welfare-Trust-ngo.jpg","Health -> Health Care - Other services; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://uwt.org/where-we-work/pakistan/","https://www.facebook.com/Ummahwelfaretrust/","Islamabad","Pakistan",""
"UN-Habitat - Estonia","https://ngobase.org/images/ngo_logos/EE/UN-Habitat---estonia-ngo-charity.PNG","Other Societal Benefits -> International; Health -> WASH; Environment and Climate -> Disaster Relief","https://unhabitat.org/node/161771",,"Tallinn","Estonia",""
"UNICEF Egypt","https://ngobase.org/images/ngo_logos/EG/UNICEF-Egypt-ngo-charity.png","Rights -> Child Rights and Welfare; Health -> WASH; Health -> Health Care - Other services","https://www.unicef.org/egypt/","https://www.facebook.com/UNICEFEgypt/","Cairo","Egypt",""
"United Nations","https://ngobase.org/images/ngo_logos/NU/United-Nations-ngo-charity.JPG","Other Societal Benefits -> International; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://samoa.un.org/en/259830-niue-signs-country-implementation-plan?",,"Alofi","Niue",""
"United Nations Association Of Sri Lanka","https://ngobase.org/images/ngo_logos/LK/United-Nations-Association-of-Sri-Lanka-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Development -> Community Development; Health -> WASH","https://www.unasrilanka.org/",,"Colombo","Sri Lanka",""
"US Water Alliance","https://ngobase.org/images/ngo_logos/US/US-Water-Alliance-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://uswateralliance.org/",,"Seattle","United States",""
"US Water Partnership","https://ngobase.org/images/ngo_logos/US/US-Water-Partnership-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://uswaterpartnership.org/",,"Arlington","United States",""
"Vasundhara Abhiyan","https://ngobase.org/images/ngo_logos/IN/Vasundhara-Abhiyan-ngo-charity.PNG","Environment and Climate -> Environment Protection; Health -> WASH","https://vasundharaabhiyan.org/",,"Pune","India",""
"VERC - Village Education Resource Center","https://ngobase.org/images/ngo_logos/BD/VERC---Village-Education-Resource-Center-ngo-charity.PNG","Education and Training -> Education and Literacy; Education and Training -> Capacity Building and Training; Health -> WASH","https://www.vercbd.org/",,"Dhaka","Bangladesh",""
"Vikas Evam Shikshan Samiti (VESS)","https://ngobase.org/images/ngo_logos/IN/Vikas-Evam-Shikshan-Samiti-(VESS)-ngo-charity.PNG","Rights -> Human Rights; Health -> Drug Addiction Recovery and Support; Health -> WASH","http://www.vessindia.in/",,"Varanasi","India","VESS is a non-profit organization working for women's empowerment, poverty alleviation, water and sanitation, agriculture, environment, drug addiction, youth affairs, and HIV/AIDS awareness. The humanitarian NGO in Uttar Pradesh"
"VIKSAT, Nehru Foundation For Development","https://ngobase.org/images/ngo_logos/IN/VIKSAT,-Nehru-Foundation-for-Development-ngo-charity.JPG","Health -> WASH; Environment and Climate -> Environment Protection","https://www.viksat.org/",,"Ahmedabad","India",""
"Water And Soil Environmental Research Unit – WSERU -- Bethlehem","https://ngobase.org/images/ngo_logos/PS/Water-and-Soil-Environmental-Research-Unit-%E2%80%93-WSERU----Bethlehem-ngo-charity.PNG","Health -> WASH; Environment and Climate -> Environment Protection","https://www.bethlehem.edu/ic/wseru/",,"North Gaza","Palestine",""
"Water Blueprint For The San Joaquin Valley","https://ngobase.org/images/ngo_logos/US/Water-Blueprint-For-The-San-Joaquin-Valley-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://waterblueprintca.com/",,"Fresno","United States",""
"Water Finance Exchange Inc","https://ngobase.org/images/ngo_logos/US/Water-Finance-Exchange-Inc-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://waterfx.org/",,"Washington","United States",""
"Water Is Alive Inc","https://ngobase.org/images/ngo_logos/US/Water-Is-Alive-Inc-ngo-charity.JPG","Health -> WASH","https://www.waterisalive.org/",,"Austin","United States",""
"WaterAid - Rwanda","https://ngobase.org/images/ngo_logos/RW/WaterAid---Rwanda-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/rwanda",,"Kigali","Rwanda",""
"WaterAid - South Africa","https://ngobase.org/images/ngo_logos/ZA/WaterAid---South-Africa-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/south-africa",,"Cape Town","South Africa",""
"WaterAid - Uganda","https://ngobase.org/images/ngo_logos/UG/WaterAid---Uganda-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/uganda",,"Kampala","Uganda",""
"WaterAid Tanzania","https://ngobase.org/images/ngo_logos/TZ/WaterAid-Tanzania-ngo-charity.PNG","Health -> WASH; Development -> Rural Development; Development -> Urban Development","https://www.wateraid.org/tz/","https://www.facebook.com/WaterAidTZ/","Dar es Salaam","Tanzania",""
"Welthungerhilfe In Niger","https://ngobase.org/images/ngo_logos/NE/Welthungerhilfe-in-Niger-ngo-charity.JPG","Poverty Alleviation -> Hunger, Food insecurity; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://niger.welthungerhilfe.org/fr/qui-sommes-nous/welthungerhilfe-au-niger",,"Niamey","Niger",""
"Windward Fund","https://ngobase.org/images/ngo_logos/US/Windward-Fund-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH; Other Societal Benefits -> Agriculture","https://www.windwardfund.org/",,"Washington","United States",""
